age,revenus,situation_familiale,anciennete_emploi,duree_credit,montant_credit,taux_endettement,nombre_enfants,score_banque,historique_paiement,appetence_conso,appetence_immo,score_appetence,observations_forces,observations_faiblesses
33,18006,0,4,306,172666,0.65,4,467,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (33)
50,31531,2,18,311,76421,0.2,0,492,0,,,0.46,Taux endettement Faible (0); Age Élevé (50),N/A
26,26639,2,7,7,238803,0.91,4,541,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (26)
23,21633,2,16,276,307555,0.65,1,461,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (23)
33,39660,0,18,148,496571,0.63,4,638,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (33)
46,8439,1,11,193,396259,0.9,3,754,0,,,0.51,Age Élevé (46),Taux endettement Élevé (1)
20,37172,2,22,357,217733,0.91,0,434,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (20)
37,16577,2,14,346,228102,0.14,2,492,0,,,0.45,Taux endettement Faible (0),Age Faible (37)
53,16763,0,3,229,109772,0.15,2,701,1,,,0.43,Taux endettement Faible (0); Age Élevé (53),N/A
36,25176,1,22,185,196516,0.76,4,691,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (36)
43,29255,0,11,28,362265,0.96,1,341,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (43)
20,24996,2,12,42,228653,0.67,4,392,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (20)
36,26062,0,13,112,395815,0.41,4,514,1,,,0.44,Taux endettement Faible (0),Age Faible (36)
37,39693,2,4,302,229055,0.68,4,648,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (37)
49,16705,1,21,234,383814,0.23,3,812,1,,,0.47,Taux endettement Faible (0); Age Élevé (49),N/A
24,33047,0,15,318,167310,1.0,3,634,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (24)
69,15966,2,6,102,114627,0.43,4,698,1,,,0.49,Taux endettement Faible (0); Age Élevé (69),N/A
58,22374,2,14,286,182775,0.93,1,463,0,,,0.51,Age Élevé (58),Taux endettement Élevé (1)
50,16138,2,12,115,176268,0.43,0,405,0,,,0.5,Taux endettement Faible (0); Age Élevé (50),N/A
57,20935,2,15,42,218293,0.93,2,531,0,,,0.53,Age Élevé (57),Taux endettement Élevé (1)
56,5489,0,11,45,284882,0.34,3,857,0,,,0.57,Taux endettement Faible (0); Age Élevé (56),N/A
35,27260,2,6,90,124183,0.76,0,832,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (35)
57,31069,0,15,307,287916,0.95,3,476,1,,,0.54,Age Élevé (57),Taux endettement Élevé (1)
18,24275,2,22,193,337414,0.65,3,593,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
28,37821,0,22,245,479385,0.68,3,564,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (28)
45,21999,0,12,359,426708,0.1,4,819,1,,,0.34,Taux endettement Faible (0); Age Élevé (45),N/A
42,38722,2,22,24,327123,0.47,4,569,1,,,0.43,Taux endettement Faible (0),Age Faible (42)
67,15625,2,2,352,258240,0.89,3,511,0,,,0.45,Age Élevé (67),Taux endettement Élevé (1)
40,6629,2,14,330,191410,0.24,3,462,0,,,0.51,Taux endettement Faible (0),Age Faible (40)
48,15973,2,2,266,123585,0.79,2,856,1,,,0.46,Age Élevé (48),Taux endettement Élevé (1)
47,11859,1,6,163,467767,0.68,0,352,1,,,0.52,Age Élevé (47),Taux endettement Élevé (1)
59,26839,2,17,309,262669,0.22,0,532,1,,,0.49,Taux endettement Faible (0); Age Élevé (59),N/A
52,32216,2,13,117,440071,0.28,1,737,1,,,0.49,Taux endettement Faible (0); Age Élevé (52),N/A
24,23945,2,17,149,409444,0.43,1,817,1,,,0.38,Taux endettement Faible (0),Age Faible (24)
33,11539,0,18,261,209439,0.13,1,343,0,,,0.44,Taux endettement Faible (0),Age Faible (33)
43,38625,2,13,23,161117,0.91,4,815,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (43)
65,9886,0,19,189,224740,0.74,4,874,1,,,0.43,Age Élevé (65),Taux endettement Élevé (1)
69,12485,0,5,292,217663,0.36,2,391,1,,,0.46,Taux endettement Faible (0); Age Élevé (69),N/A
66,36455,0,7,136,34318,0.3,4,737,1,,,0.47,Taux endettement Faible (0); Age Élevé (66),N/A
19,21767,0,6,286,330602,0.69,1,636,0,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (19)
18,33453,1,19,250,417011,0.42,3,593,1,,,0.35,Taux endettement Faible (0),Age Faible (18)
65,15744,2,17,13,378000,0.23,1,563,1,,,0.46,Taux endettement Faible (0); Age Élevé (65),N/A
29,17226,0,17,198,95184,0.43,2,404,0,,,0.42,Taux endettement Faible (0),Age Faible (29)
22,32869,2,14,323,457740,0.87,3,523,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (22)
54,27588,0,19,12,138789,0.07,4,718,0,,,0.43,Taux endettement Faible (0); Age Élevé (54),N/A
49,18440,1,21,141,490910,0.37,3,414,0,,,0.49,Taux endettement Faible (0); Age Élevé (49),N/A
26,36709,0,18,24,31747,0.96,2,534,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (26)
58,27495,2,21,144,263651,0.01,4,573,1,,,0.32,Taux endettement Faible (0); Age Élevé (58),N/A
52,5922,2,20,182,229842,0.89,0,529,0,,,0.56,Age Élevé (52),Taux endettement Élevé (1)
36,32526,1,20,16,188445,0.37,1,333,0,,,0.44,Taux endettement Faible (0),Age Faible (36)
65,12957,2,1,46,172632,0.19,1,687,1,,,0.45,Taux endettement Faible (0); Age Élevé (65),N/A
33,38998,2,7,119,21282,0.01,2,800,1,,,0.35,Taux endettement Faible (0),Age Faible (33)
20,29031,0,20,185,437047,0.07,2,761,0,,,0.43,Taux endettement Faible (0),Age Faible (20)
37,15006,2,10,199,73073,0.17,1,748,1,,,0.45,Taux endettement Faible (0),Age Faible (37)
41,30939,0,17,201,164115,0.03,3,513,0,,,0.33,Taux endettement Faible (0),Age Faible (41)
50,25324,1,22,353,252720,0.34,0,345,1,,,0.48,Taux endettement Faible (0); Age Élevé (50),N/A
41,27867,2,12,230,468538,0.04,0,704,1,,,0.33,Taux endettement Faible (0),Age Faible (41)
69,5203,0,8,336,325044,0.69,2,632,0,,,0.54,Age Élevé (69),Taux endettement Élevé (1)
28,21544,2,8,328,293073,0.82,2,539,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (28)
66,20899,0,16,266,45500,0.89,3,553,1,,,0.49,Age Élevé (66),Taux endettement Élevé (1)
25,34063,1,6,121,274016,0.55,2,527,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (25)
53,30344,0,8,155,178560,0.95,0,465,1,,,0.55,Age Élevé (53),Taux endettement Élevé (1)
55,8748,2,21,123,339649,0.01,1,884,1,,,0.32,Taux endettement Faible (0); Age Élevé (55),N/A
57,6093,0,0,170,297604,0.13,0,810,0,,,0.51,Taux endettement Faible (0); Age Élevé (57),N/A
37,20228,2,1,257,22155,0.29,3,897,1,,,0.41,Taux endettement Faible (0),Age Faible (37)
52,25884,1,3,272,415086,0.79,1,892,1,,,0.5,Age Élevé (52),Taux endettement Élevé (1)
65,30183,0,13,49,387150,0.89,1,689,0,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
42,21034,2,3,186,366072,0.62,0,722,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (42)
52,10710,2,1,82,144789,0.38,1,710,0,,,0.51,Taux endettement Faible (0); Age Élevé (52),N/A
42,24259,2,7,121,136075,0.67,1,880,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (42)
46,38457,0,17,72,142446,0.18,2,746,0,,,0.43,Taux endettement Faible (0); Age Élevé (46),N/A
35,25143,0,18,18,162898,0.46,1,702,1,,,0.44,Taux endettement Faible (0),Age Faible (35)
63,7103,0,13,97,477431,0.51,3,396,0,,,0.49,Age Élevé (63),Taux endettement Élevé (1)
35,5365,1,19,251,387282,0.1,1,678,1,,,0.49,Taux endettement Faible (0),Age Faible (35)
19,21103,2,24,272,154499,0.03,2,485,1,,,0.34,Taux endettement Faible (0),Age Faible (19)
52,37510,2,9,144,74442,0.75,4,543,0,,,0.52,Age Élevé (52),Taux endettement Élevé (1)
33,29476,1,16,346,492316,0.53,4,802,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (33)
58,17742,1,7,249,437924,0.33,3,587,1,,,0.45,Taux endettement Faible (0); Age Élevé (58),N/A
53,17391,0,13,346,372815,0.44,3,668,0,,,0.51,Taux endettement Faible (0); Age Élevé (53),N/A
50,33901,0,20,278,165343,0.96,1,364,1,,,0.55,Age Élevé (50),Taux endettement Élevé (1)
21,37001,0,22,309,204644,0.38,1,461,1,,,0.37,Taux endettement Faible (0),Age Faible (21)
50,20623,0,7,196,288775,0.1,4,896,1,,,0.36,Taux endettement Faible (0); Age Élevé (50),N/A
31,7378,0,4,102,29887,0.46,4,870,1,,,0.52,Taux endettement Faible (0),Age Faible (31)
38,26372,0,15,336,35259,0.65,0,717,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (38)
65,35746,1,7,210,107932,0.01,4,780,1,,,0.31,Taux endettement Faible (0); Age Élevé (65),N/A
37,32923,1,9,142,67987,0.33,4,568,0,,,0.42,Taux endettement Faible (0),Age Faible (37)
25,14867,1,7,82,190702,0.39,3,866,0,,,0.42,Taux endettement Faible (0),Age Faible (25)
24,38724,2,8,42,291288,0.46,0,489,0,,,0.39,Taux endettement Faible (0),Age Faible (24)
20,14306,2,17,291,219263,0.3,0,705,1,,,0.34,Taux endettement Faible (0),Age Faible (20)
34,19908,0,2,308,247344,0.67,1,788,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
50,32081,1,16,140,452276,0.94,1,611,0,,,0.52,Age Élevé (50),Taux endettement Élevé (1)
65,28386,2,19,147,196164,0.91,0,895,1,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
29,33302,2,14,259,161908,0.66,0,393,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (29)
68,24212,1,20,53,254119,0.51,1,689,0,,,0.49,Age Élevé (68),Taux endettement Élevé (1)
39,15698,2,16,260,470120,0.83,3,846,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (39)
39,9594,2,7,139,241602,0.84,3,710,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (39)
63,30525,1,1,295,316600,0.83,3,511,0,,,0.47,Age Élevé (63),Taux endettement Élevé (1)
47,19282,2,16,213,177452,0.16,3,668,0,,,0.42,Taux endettement Faible (0); Age Élevé (47),N/A
55,19334,1,17,106,130250,0.03,1,467,0,,,0.37,Taux endettement Faible (0); Age Élevé (55),N/A
55,34179,2,4,51,349879,0.98,2,313,0,,,0.53,Age Élevé (55),Taux endettement Élevé (1)
62,11644,1,8,75,283713,0.96,4,885,0,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
68,37933,2,8,141,397438,0.56,4,863,1,,,0.49,Age Élevé (68),Taux endettement Élevé (1)
25,38687,2,1,285,240435,0.99,4,506,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (25)
44,22375,1,1,72,434398,0.77,4,342,0,,,0.46,Age Élevé (44),Taux endettement Élevé (1)
44,35926,2,18,9,481867,0.52,1,741,0,,,0.49,Age Élevé (44),Taux endettement Élevé (1)
51,22642,1,22,229,162721,0.39,2,814,0,,,0.48,Taux endettement Faible (0); Age Élevé (51),N/A
38,28993,1,2,6,355875,0.59,1,694,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (38)
47,26188,2,16,295,368276,0.52,2,537,0,,,0.52,Age Élevé (47),Taux endettement Élevé (1)
50,37596,0,13,114,110497,0.99,1,830,1,,,0.54,Age Élevé (50),Taux endettement Élevé (1)
45,32772,2,13,270,299147,0.49,0,703,1,,,0.46,Taux endettement Faible (0); Age Élevé (45),N/A
64,35857,0,13,68,419767,0.84,2,513,0,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
50,15776,0,5,271,124432,0.81,4,867,1,,,0.49,Age Élevé (50),Taux endettement Élevé (1)
22,37835,2,2,143,164898,0.07,2,673,0,,,0.44,Taux endettement Faible (0),Age Faible (22)
65,14788,0,0,49,374630,0.09,3,431,1,,,0.37,Taux endettement Faible (0); Age Élevé (65),N/A
36,10660,1,15,267,165801,0.66,2,308,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (36)
21,9478,1,3,221,454912,0.26,3,452,0,,,0.4,Taux endettement Faible (0),Age Faible (21)
52,13210,0,0,126,407084,0.66,3,730,1,,,0.55,Age Élevé (52),Taux endettement Élevé (1)
66,15922,1,16,157,51274,0.14,0,782,0,,,0.43,Taux endettement Faible (0); Age Élevé (66),N/A
34,38340,2,17,218,48718,0.4,2,604,1,,,0.44,Taux endettement Faible (0),Age Faible (34)
61,23642,1,7,239,435569,0.1,0,583,0,,,0.38,Taux endettement Faible (0); Age Élevé (61),N/A
45,16094,0,1,356,51682,0.28,4,771,1,,,0.42,Taux endettement Faible (0); Age Élevé (45),N/A
47,27423,2,17,116,40653,0.09,2,489,0,,,0.37,Taux endettement Faible (0); Age Élevé (47),N/A
46,38418,1,15,325,267583,0.97,1,827,0,,,0.48,Age Élevé (46),Taux endettement Élevé (1)
63,10741,2,9,227,155213,0.4,1,811,0,,,0.45,Taux endettement Faible (0); Age Élevé (63),N/A
23,11838,0,7,231,414753,0.9,1,642,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (23)
52,8262,1,11,215,40401,0.97,3,729,1,,,0.56,Age Élevé (52),Taux endettement Élevé (1)
58,9996,2,21,76,168459,0.91,1,333,0,,,0.51,Age Élevé (58),Taux endettement Élevé (1)
54,27164,2,15,94,91690,0.45,4,770,0,,,0.51,Taux endettement Faible (0); Age Élevé (54),N/A
41,35257,1,11,267,372757,0.78,2,693,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (41)
46,19211,2,10,193,147702,0.15,2,794,1,,,0.39,Taux endettement Faible (0); Age Élevé (46),N/A
66,35453,2,19,117,446677,0.09,3,812,0,,,0.37,Taux endettement Faible (0); Age Élevé (66),N/A
63,10232,0,18,244,483530,0.88,3,621,0,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
48,7217,0,0,261,316437,0.03,3,414,0,,,0.29,Taux endettement Faible (0); Age Élevé (48),N/A
52,29229,0,2,155,426286,0.97,4,513,1,,,0.53,Age Élevé (52),Taux endettement Élevé (1)
50,19232,0,11,132,285560,0.67,2,444,0,,,0.54,Age Élevé (50),Taux endettement Élevé (1)
69,30613,0,8,324,126711,0.42,0,858,0,,,0.48,Taux endettement Faible (0); Age Élevé (69),N/A
38,19026,0,20,279,387181,0.14,3,477,1,,,0.45,Taux endettement Faible (0),Age Faible (38)
49,33554,1,21,338,363079,0.72,1,659,0,,,0.5,Age Élevé (49),Taux endettement Élevé (1)
40,35908,0,4,144,411845,0.56,0,584,1,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (40)
50,24610,2,0,108,466660,0.71,0,544,1,,,0.52,Age Élevé (50),Taux endettement Élevé (1)
20,12031,1,9,247,280504,0.42,3,505,1,,,0.34,Taux endettement Faible (0),Age Faible (20)
35,30515,2,16,122,22011,0.07,1,883,1,,,0.43,Taux endettement Faible (0),Age Faible (35)
42,5570,0,3,219,50721,0.31,3,641,1,,,0.55,Taux endettement Faible (0),Age Faible (42)
59,37254,0,14,22,267366,0.32,3,659,0,,,0.46,Taux endettement Faible (0); Age Élevé (59),N/A
48,24288,2,18,184,308213,0.01,1,798,0,,,0.34,Taux endettement Faible (0); Age Élevé (48),N/A
20,18288,2,7,229,325414,0.01,0,440,0,,,0.34,Taux endettement Faible (0),Age Faible (20)
57,34877,2,22,275,21227,0.33,0,521,0,,,0.46,Taux endettement Faible (0); Age Élevé (57),N/A
63,23889,1,14,318,49587,0.73,1,688,0,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
41,5917,0,6,354,71720,0.62,0,629,0,,,0.59,N/A,Taux endettement Élevé (1); Age Faible (41)
67,15066,2,14,139,447766,0.24,4,692,0,,,0.45,Taux endettement Faible (0); Age Élevé (67),N/A
49,34504,0,7,119,340449,0.6,3,657,0,,,0.52,Age Élevé (49),Taux endettement Élevé (1)
64,11982,2,22,137,348172,0.65,4,693,1,,,0.5,Age Élevé (64),Taux endettement Élevé (1)
39,23062,0,9,144,325795,0.52,4,886,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (39)
40,21999,1,17,237,323476,0.52,4,339,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (40)
19,14941,0,3,97,209953,0.37,2,572,1,,,0.34,Taux endettement Faible (0),Age Faible (19)
44,28470,2,14,272,340345,0.12,2,719,0,,,0.39,Taux endettement Faible (0); Age Élevé (44),N/A
59,26133,0,10,104,428023,0.39,4,369,1,,,0.47,Taux endettement Faible (0); Age Élevé (59),N/A
19,9529,1,21,212,315696,0.35,3,757,0,,,0.39,Taux endettement Faible (0),Age Faible (19)
43,22519,1,2,13,218974,0.59,4,533,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (43)
34,17192,0,14,326,133938,0.86,4,496,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
57,13566,2,2,98,127230,0.38,2,808,0,,,0.48,Taux endettement Faible (0); Age Élevé (57),N/A
50,12226,1,14,163,478077,0.71,4,835,1,,,0.52,Age Élevé (50),Taux endettement Élevé (1)
26,26259,1,5,104,474192,0.81,3,446,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (26)
60,39087,0,0,230,103758,0.21,3,873,1,,,0.47,Taux endettement Faible (0); Age Élevé (60),N/A
65,6141,1,13,345,329444,0.9,4,758,0,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
56,9627,1,15,213,299095,0.07,3,366,1,,,0.42,Taux endettement Faible (0); Age Élevé (56),N/A
46,7690,2,0,78,292408,0.9,4,329,1,,,0.52,Age Élevé (46),Taux endettement Élevé (1)
59,8255,2,20,64,29121,0.16,2,406,0,,,0.52,Taux endettement Faible (0); Age Élevé (59),N/A
43,10213,2,16,292,356495,0.34,4,689,1,,,0.45,Taux endettement Faible (0),Age Faible (43)
52,24404,0,7,69,322683,0.61,0,705,1,,,0.57,Age Élevé (52),Taux endettement Élevé (1)
67,30380,1,17,261,171383,0.91,2,420,0,,,0.45,Age Élevé (67),Taux endettement Élevé (1)
42,30520,0,15,53,183469,0.26,3,310,0,,,0.41,Taux endettement Faible (0),Age Faible (42)
41,24173,1,5,284,160821,0.76,3,883,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (41)
30,28989,1,9,203,39218,0.71,2,646,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (30)
24,29519,1,9,163,484285,0.16,0,552,1,,,0.43,Taux endettement Faible (0),Age Faible (24)
53,27439,2,4,316,454807,0.48,2,418,0,,,0.53,Taux endettement Faible (0); Age Élevé (53),N/A
62,16413,0,11,12,185205,0.48,1,819,1,,,0.48,Taux endettement Faible (0); Age Élevé (62),N/A
37,19995,0,19,253,317011,0.3,0,514,1,,,0.41,Taux endettement Faible (0),Age Faible (37)
18,28559,1,16,237,11316,0.78,2,379,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
25,28513,0,13,111,47972,0.93,1,718,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (25)
63,10021,2,13,103,359068,0.72,4,883,0,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
33,37464,0,2,273,482264,0.97,0,588,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (33)
31,26119,1,11,65,207292,0.05,4,533,0,,,0.43,Taux endettement Faible (0),Age Faible (31)
29,34299,2,19,313,364844,0.04,1,560,1,,,0.36,Taux endettement Faible (0),Age Faible (29)
68,30517,2,17,145,139079,0.89,3,321,0,,,0.46,Age Élevé (68),Taux endettement Élevé (1)
40,18117,1,11,333,218343,0.9,3,377,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (40)
32,27250,0,1,195,242463,0.11,3,313,0,,,0.43,Taux endettement Faible (0),Age Faible (32)
45,23950,1,1,130,183707,0.36,4,447,1,,,0.44,Taux endettement Faible (0); Age Élevé (45),N/A
51,22359,0,16,168,192337,0.84,0,329,1,,,0.49,Age Élevé (51),Taux endettement Élevé (1)
19,28596,0,9,65,191181,0.13,4,737,1,,,0.36,Taux endettement Faible (0),Age Faible (19)
49,30530,2,17,36,376226,0.27,4,829,1,,,0.46,Taux endettement Faible (0); Age Élevé (49),N/A
40,6262,1,21,338,189869,0.68,3,362,1,,,0.55,N/A,Taux endettement Élevé (1); Age Faible (40)
39,27615,2,18,81,411295,0.98,4,729,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (39)
68,8327,1,20,248,70887,0.8,1,434,1,,,0.47,Age Élevé (68),Taux endettement Élevé (1)
42,34768,1,0,322,163484,0.78,2,456,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (42)
39,33850,2,23,263,308006,0.34,2,868,1,,,0.43,Taux endettement Faible (0),Age Faible (39)
39,21848,1,3,195,399821,0.66,2,553,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (39)
66,20160,1,24,320,225799,0.11,3,486,1,,,0.39,Taux endettement Faible (0); Age Élevé (66),N/A
69,38998,0,3,301,155893,0.99,3,678,1,,,0.5,Age Élevé (69),Taux endettement Élevé (1)
59,32230,1,1,182,345262,0.48,2,626,1,,,0.49,Taux endettement Faible (0); Age Élevé (59),N/A
23,14076,1,18,293,84548,0.64,0,498,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (23)
32,8805,2,20,299,174727,0.88,2,470,0,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (32)
60,36085,2,11,353,447904,0.0,4,614,0,,,0.26,Taux endettement Faible (0); Age Élevé (60),N/A
54,19715,1,9,212,114319,0.98,2,305,1,,,0.54,Age Élevé (54),Taux endettement Élevé (1)
50,10750,0,12,220,195648,0.36,2,555,1,,,0.49,Taux endettement Faible (0); Age Élevé (50),N/A
25,18232,0,21,349,270272,0.34,0,619,1,,,0.42,Taux endettement Faible (0),Age Faible (25)
61,11953,2,22,146,90066,0.15,3,547,0,,,0.42,Taux endettement Faible (0); Age Élevé (61),N/A
61,37093,1,19,90,489129,0.86,3,303,0,,,0.49,Age Élevé (61),Taux endettement Élevé (1)
22,30500,1,22,187,455452,0.87,4,812,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (22)
56,27418,0,14,337,256635,0.02,2,805,1,,,0.34,Taux endettement Faible (0); Age Élevé (56),N/A
21,39314,0,2,133,317365,0.06,1,330,1,,,0.48,Taux endettement Faible (0),Age Faible (21)
23,27449,0,22,274,359333,0.92,4,574,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (23)
62,22478,2,19,44,115812,0.12,3,624,1,,,0.39,Taux endettement Faible (0); Age Élevé (62),N/A
49,30338,1,12,28,226988,0.62,0,476,0,,,0.55,Age Élevé (49),Taux endettement Élevé (1)
69,31899,2,7,247,469308,0.62,3,586,0,,,0.49,Age Élevé (69),Taux endettement Élevé (1)
47,9145,1,24,112,195517,0.87,3,378,0,,,0.52,Age Élevé (47),Taux endettement Élevé (1)
64,37101,2,6,353,102326,0.57,0,542,0,,,0.52,Age Élevé (64),Taux endettement Élevé (1)
52,7775,1,23,147,149972,0.43,2,800,0,,,0.59,Taux endettement Faible (0); Age Élevé (52),N/A
57,36647,0,7,150,436701,0.97,2,504,1,,,0.51,Age Élevé (57),Taux endettement Élevé (1)
69,24539,0,17,285,243041,0.23,3,759,0,,,0.44,Taux endettement Faible (0); Age Élevé (69),N/A
33,31616,0,8,250,23891,0.26,4,682,1,,,0.43,Taux endettement Faible (0),Age Faible (33)
30,19119,2,5,196,380784,0.08,1,632,1,,,0.4,Taux endettement Faible (0),Age Faible (30)
67,30159,0,3,295,156086,0.98,4,465,0,,,0.45,Age Élevé (67),Taux endettement Élevé (1)
59,15295,1,14,184,344227,0.71,4,460,0,,,0.48,Age Élevé (59),Taux endettement Élevé (1)
47,39710,2,4,117,310108,0.01,3,305,1,,,0.33,Taux endettement Faible (0); Age Élevé (47),N/A
36,29685,1,4,219,454387,0.7,3,504,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (36)
34,30479,2,6,143,498684,0.4,1,831,1,,,0.44,Taux endettement Faible (0),Age Faible (34)
36,38629,1,8,205,54739,0.97,1,399,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (36)
45,22033,1,6,12,389015,0.28,1,344,0,,,0.42,Taux endettement Faible (0); Age Élevé (45),N/A
43,20408,2,8,351,357943,0.71,3,756,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (43)
54,22420,2,19,18,225928,0.63,3,526,0,,,0.57,Age Élevé (54),Taux endettement Élevé (1)
43,21351,0,9,85,254592,0.01,4,614,0,,,0.32,Taux endettement Faible (0),Age Faible (43)
40,9131,0,3,291,184446,0.89,3,351,0,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (40)
26,16349,1,5,164,49459,0.14,2,445,0,,,0.45,Taux endettement Faible (0),Age Faible (26)
